epoch,mse
227,0.009714812067035988
228,0.009713508589732345
229,0.009653128948007319
230,0.009641882808455925
231,0.009633216348026045
232,0.009631109607403094
233,0.009621143022434135
234,0.009619745698712228
235,0.009620662850382232
236,0.009604009128692116
237,0.009599651798858666
238,0.00957899785805653
239,0.009578949181014738
240,0.009597876263458998
241,0.009644242485616959
242,0.00957577393221251
243,0.009519516745168584
244,0.00953356405418971
245,0.00952885323162226
246,0.009480476829026864
247,0.009466018778074679
248,0.00944729021141432
249,0.009444304920671075
250,0.009452760799750224
251,0.00943321464097752
252,0.009448817974900502
253,0.009468158487640533
254,0.009436907219986216
255,0.009550015465041565
256,0.009705921482868704
257,0.00958981828338366
258,0.009481010116104823
259,0.00939374906689739
260,0.00934777610767091
261,0.009334788977211695
262,0.009338801102035166
263,0.00935102432532488
264,0.009319137533970309
265,0.009312735134515115
266,0.009297222668514484
267,0.009284896567943705
268,0.009280518700251929
269,0.009283787194851477
270,0.009281741738953759
271,0.009272221801412912
272,0.00927602596926445
273,0.009331794793641547
274,0.00923946010389532
275,0.009248547058315938
276,0.00924687925691612
277,0.009233571523480654
278,0.009284523391041032
279,0.009256627719692961
280,0.009319548655798987
281,0.0092420419803712
282,0.009253452745674814
283,0.009273561360201748
284,0.009218126179586202
285,0.009144125520137523
286,0.009198119819245546
287,0.00914873550467855
288,0.009191240464603099
289,0.009150638099939752
290,0.009202116066616556
291,0.009131570808564415
292,0.009152539115864076
293,0.00914607385392428
294,0.009093774075121255
295,0.009110945247852989
296,0.00909574133878459
297,0.009087221334565054
298,0.00911596936926358
299,0.009062602564662929
300,0.009092505949680705
301,0.009054208146593428
302,0.009058918664960558
303,0.009048483216261253
304,0.009045633547050872
305,0.009047626530210483
306,0.009045498650533225
307,0.009036138704907506
308,0.009046798430301666
309,0.009095527811819708
310,0.00905958977876496
311,0.009091739707604284
312,0.009127265275609461
313,0.00907607320308236
314,0.00900267055427933
315,0.008992008196451986
316,0.008989378831774562
317,0.008976324659627664
318,0.00899078802356341
319,0.00898491109704833
320,0.008974522610025711
321,0.009019537875875741
322,0.00898262230332229
323,0.00899761854929685
324,0.008992055794580572
325,0.008949101772993674
326,0.008964617639574166
327,0.008968303125469635
328,0.009019613693256247
329,0.008933677700182845
330,0.009024359031310783
331,0.008967954549039413
332,0.008956994555691883
333,0.008991479760267474
334,0.008939202153362217
335,0.009053886591531137
336,0.008893794718279424
337,0.008918324004489246
338,0.008882971535868044
339,0.008910281626310492
340,0.008887867881276552
341,0.008882469064202288
342,0.008875251405950786
343,0.00889339952301981
344,0.008868846396443836
345,0.00888608578692589
346,0.008923660202655087
347,0.008860334905085239
348,0.00884245416419026
349,0.00884598484771581
350,0.008825080257042239
351,0.008825125236117141
352,0.008818728949518594
353,0.008809105785719043
354,0.008805859590627973
355,0.008800083012741424
356,0.008820930923004667
357,0.008805807626371098
358,0.008810856123586574
359,0.008831277763221521
360,0.008819919655317145
361,0.008835776226347715
362,0.00879172586065073
363,0.008805840124805763
364,0.008798590764022054
365,0.008802944397599826
366,0.00879578129277891
367,0.00879416924972491
368,0.008778180371897254
369,0.008761154720192248
370,0.008755951332697165
371,0.008772502026391637
372,0.008749886441493151
373,0.008793538158066185
374,0.008800372821003693
375,0.008806606477541678
376,0.008769141602150433
377,0.008759976609193192
378,0.008817930236439198
379,0.00878078750204497
380,0.008765243426129186
381,0.008737305737315156
382,0.00872699242780575
383,0.008735668381931731
384,0.00873504718227721
385,0.00872828033342731
386,0.008733547984860084
387,0.008729257768904326
388,0.008735789927223967
389,0.008741186484564591
390,0.008778588919080793
391,0.008893189411251771
392,0.008806015879877099
393,0.008895024107575783
394,0.008754645527298079
395,0.008729732448698518
396,0.008821378356961012
397,0.008697033201137206
398,0.008696296242067364
399,0.008777719030296852
400,0.008786424186447336
